table_name,row_key,action,source_key
comics,comic:parsed:Q944598:348,insert,derived
comics,comic:parsed:Q944598:349,insert,derived
comics,comic:parsed:Q944598:350,insert,derived
comics,comic:parsed:Q944598:351,insert,derived
comics,comic:parsed:Q944598:352,insert,derived
comics,comic:parsed:Q944598:353,insert,derived
comics,comic:parsed:Q944598:354,insert,derived
comics,comic:parsed:Q944598:355,insert,derived
comics,comic:parsed:Q944598:356,insert,derived
comics,comic:parsed:Q944598:357,insert,derived
comics,comic:parsed:Q944598:358,insert,derived
comics,comic:parsed:Q944598:359,insert,derived
comics,comic:parsed:Q944598:360,insert,derived
comics,comic:parsed:Q944598:361,insert,derived
comics,comic:parsed:Q944598:368,insert,derived
comics,comic:parsed:Q944598:369,insert,derived
comics,comic:parsed:Q944598:370,insert,derived
comics,comic:parsed:Q944598:371,insert,derived
comics,comic:parsed:Q944598:372,insert,derived
comics,comic:parsed:Q944598:373,insert,derived
comics,comic:parsed:Q944598:375,insert,derived
comics,comic:parsed:Q944598:544,insert,derived
comics,comic:parsed:Q944598:546,insert,derived
comics,comic:parsed:Q944598:547,insert,derived
comics,comic:parsed:Q944598:548,insert,derived
comics,comic:parsed:Q944598:549,insert,derived
comics,comic:parsed:Q944598:550,insert,derived
comics,comic:parsed:Q944598:551,insert,derived
comics,comic:parsed:Q944598:552,insert,derived
comics,comic:parsed:Q944598:553,insert,derived
comics,comic:parsed:Q944598:554,insert,derived
comics,comic:parsed:Q944598:555,insert,derived
comics,comic:parsed:Q944598:556,insert,derived
comics,comic:parsed:Q944598:557,insert,derived
comics,comic:parsed:Q944598:558,insert,derived
comics,comic:parsed:Q944598:559,insert,derived
comics,comic:parsed:Q944598:560,insert,derived
comics,comic:parsed:Q944598:561,insert,derived
comics,comic:parsed:Q944598:562,insert,derived
comics,comic:parsed:Q944598:563,insert,derived
comics,comic:parsed:Q944598:564,insert,derived
comics,comic:parsed:Q944598:589,insert,derived
comics,comic:parsed:Q944598:78,insert,derived
comic_creators,creator:Q1027926,insert,wikidata
comic_creators,creator:Q106020194,insert,wikidata
comic_creators,creator:Q107491127,insert,wikidata
comic_creators,creator:Q108905326,insert,wikidata
comic_creators,creator:Q109103476,insert,wikidata
comic_creators,creator:Q109379640,insert,wikidata
comic_creators,creator:Q109534190,insert,wikidata
comic_creators,creator:Q109914011,insert,wikidata
comic_creators,creator:Q110255268,insert,wikidata
comic_creators,creator:Q110797973,insert,wikidata
comic_creators,creator:Q1113788,insert,wikidata
comic_creators,creator:Q111382385,insert,wikidata
comic_creators,creator:Q1114638,insert,wikidata
comic_creators,creator:Q111550556,insert,wikidata
comic_creators,creator:Q111600209,insert,wikidata
comic_creators,creator:Q111600370,insert,wikidata
comic_creators,creator:Q111600382,insert,wikidata
comic_creators,creator:Q111794088,insert,wikidata
comic_creators,creator:Q111817464,insert,wikidata
comic_creators,creator:Q111827135,insert,wikidata
comic_creators,creator:Q111910686,insert,wikidata
comic_creators,creator:Q111936452,insert,wikidata
comic_creators,creator:Q111936975,insert,wikidata
comic_creators,creator:Q111962258,insert,wikidata
comic_creators,creator:Q111973065,insert,wikidata
comic_creators,creator:Q112029775,insert,wikidata
comic_creators,creator:Q112503080,insert,wikidata
comic_creators,creator:Q112517169,insert,wikidata
comic_creators,creator:Q112521897,insert,wikidata
comic_creators,creator:Q112521937,insert,wikidata
comic_creators,creator:Q112525840,insert,wikidata
comic_creators,creator:Q112531991,insert,wikidata
comic_creators,creator:Q112535571,insert,wikidata
comic_creators,creator:Q112542372,insert,wikidata
comic_creators,creator:Q112546911,insert,wikidata
comic_creators,creator:Q112547474,insert,wikidata
comic_creators,creator:Q112548200,insert,wikidata
comic_creators,creator:Q112555904,insert,wikidata
comic_creators,creator:Q112559260,insert,wikidata
comic_creators,creator:Q112740588,insert,wikidata
comic_creators,creator:Q113010692,insert,wikidata
comic_creators,creator:Q11316067,insert,wikidata
comic_creators,creator:Q114869497,insert,wikidata
comic_creators,creator:Q115455572,insert,wikidata
comic_creators,creator:Q115460211,insert,wikidata
comic_creators,creator:Q115661081,insert,wikidata
comic_creators,creator:Q1175576,insert,wikidata
comic_creators,creator:Q1189414,insert,wikidata
comic_creators,creator:Q120540853,insert,wikidata
comic_creators,creator:Q121789594,insert,wikidata
comic_creators,creator:Q124640794,insert,wikidata
comic_creators,creator:Q124640809,insert,wikidata
comic_creators,creator:Q125190826,insert,wikidata
comic_creators,creator:Q1266750,insert,wikidata
comic_creators,creator:Q126941,insert,wikidata
comic_creators,creator:Q127513727,insert,wikidata
comic_creators,creator:Q127603084,insert,wikidata
comic_creators,creator:Q129219712,insert,wikidata
comic_creators,creator:Q129371,insert,wikidata
comic_creators,creator:Q1304824,insert,wikidata
comic_creators,creator:Q130785064,insert,wikidata
comic_creators,creator:Q130789863,insert,wikidata
comic_creators,creator:Q130791672,insert,wikidata
comic_creators,creator:Q13147290,insert,wikidata
comic_creators,creator:Q13220782,insert,wikidata
comic_creators,creator:Q1322629,insert,wikidata
comic_creators,creator:Q132930261,insert,wikidata
comic_creators,creator:Q1333734,insert,wikidata
comic_creators,creator:Q133606258,insert,wikidata
comic_creators,creator:Q1341343,insert,wikidata
comic_creators,creator:Q1344527,insert,wikidata
comic_creators,creator:Q1351554,insert,wikidata
comic_creators,creator:Q1365108,insert,wikidata
comic_creators,creator:Q136644651,insert,wikidata
comic_creators,creator:Q136759586,insert,wikidata
comic_creators,creator:Q137000565,insert,wikidata
comic_creators,creator:Q1372857,insert,wikidata
comic_creators,creator:Q1377900,insert,wikidata
comic_creators,creator:Q137886590,insert,wikidata
comic_creators,creator:Q138297068,insert,wikidata
comic_creators,creator:Q138297117,insert,wikidata
comic_creators,creator:Q138314646,insert,wikidata
comic_creators,creator:Q138314662,insert,wikidata
comic_creators,creator:Q138316022,insert,wikidata
comic_creators,creator:Q138331516,insert,wikidata
comic_creators,creator:Q138331987,insert,wikidata
comic_creators,creator:Q138340662,insert,wikidata
comic_creators,creator:Q138340699,insert,wikidata
comic_creators,creator:Q1395905,insert,wikidata
comic_creators,creator:Q1476318,insert,wikidata
comic_creators,creator:Q1484216,insert,wikidata
comic_creators,creator:Q14919894,insert,wikidata
comic_creators,creator:Q15069840,insert,wikidata
comic_creators,creator:Q15069853,insert,wikidata
comic_creators,creator:Q1507300,insert,wikidata
comic_creators,creator:Q15267094,insert,wikidata
comic_creators,creator:Q1544940,insert,wikidata
comic_creators,creator:Q15459584,insert,wikidata
comic_creators,creator:Q15511907,insert,wikidata
comic_creators,creator:Q16201865,insert,wikidata
comic_creators,creator:Q1668952,insert,wikidata
comic_creators,creator:Q16732020,insert,wikidata
comic_creators,creator:Q16769729,insert,wikidata
comic_creators,creator:Q1677338,insert,wikidata
comic_creators,creator:Q1689171,insert,wikidata
comic_creators,creator:Q1723117,insert,wikidata
comic_creators,creator:Q17637522,insert,wikidata
comic_creators,creator:Q1797964,insert,wikidata
comic_creators,creator:Q1799972,insert,wikidata
comic_creators,creator:Q18011187,insert,wikidata
comic_creators,creator:Q180440,insert,wikidata
comic_creators,creator:Q181900,insert,wikidata
comic_creators,creator:Q183352,insert,wikidata
comic_creators,creator:Q1837116,insert,wikidata
comic_creators,creator:Q18519749,insert,wikidata
comic_creators,creator:Q19031,insert,wikidata
comic_creators,creator:Q1933143,insert,wikidata
comic_creators,creator:Q19665855,insert,wikidata
comic_creators,creator:Q19667897,insert,wikidata
comic_creators,creator:Q19880918,insert,wikidata
comic_creators,creator:Q20049917,insert,wikidata
comic_creators,creator:Q2009797,insert,wikidata
comic_creators,creator:Q207676,insert,wikidata
comic_creators,creator:Q2086637,insert,wikidata
comic_creators,creator:Q2405559,insert,wikidata
comic_creators,creator:Q2415759,insert,wikidata
comic_creators,creator:Q2438490,insert,wikidata
comic_creators,creator:Q2439695,insert,wikidata
comic_creators,creator:Q2507833,insert,wikidata
comic_creators,creator:Q2548090,insert,wikidata
comic_creators,creator:Q2563084,insert,wikidata
comic_creators,creator:Q2569995,insert,wikidata
comic_creators,creator:Q2570,insert,wikidata
comic_creators,creator:Q2570004,insert,wikidata
comic_creators,creator:Q26268901,insert,wikidata
comic_creators,creator:Q26268915,insert,wikidata
comic_creators,creator:Q2635391,insert,wikidata
comic_creators,creator:Q2638044,insert,wikidata
comic_creators,creator:Q26715409,insert,wikidata
comic_creators,creator:Q27061530,insert,wikidata
comic_creators,creator:Q27061532,insert,wikidata
comic_creators,creator:Q27063908,insert,wikidata
comic_creators,creator:Q2830535,insert,wikidata
comic_creators,creator:Q2850412,insert,wikidata
comic_creators,creator:Q28912519,insert,wikidata
comic_creators,creator:Q29053856,insert,wikidata
comic_creators,creator:Q2907698,insert,wikidata
comic_creators,creator:Q2907736,insert,wikidata
comic_creators,creator:Q3012313,insert,wikidata
comic_creators,creator:Q3013001,insert,wikidata
comic_creators,creator:Q3013218,insert,wikidata
comic_creators,creator:Q3026563,insert,wikidata
comic_creators,creator:Q3072707,insert,wikidata
comic_creators,creator:Q3082626,insert,wikidata
comic_creators,creator:Q3086857,insert,wikidata
comic_creators,creator:Q3086966,insert,wikidata
comic_creators,creator:Q3101880,insert,wikidata
comic_creators,creator:Q311607,insert,wikidata
comic_creators,creator:Q3128755,insert,wikidata
comic_creators,creator:Q3157110,insert,wikidata
comic_creators,creator:Q3186347,insert,wikidata
comic_creators,creator:Q3194762,insert,wikidata
comic_creators,creator:Q3229194,insert,wikidata
comic_creators,creator:Q3292795,insert,wikidata
comic_creators,creator:Q3294071,insert,wikidata
comic_creators,creator:Q3350928,insert,wikidata
comic_creators,creator:Q3379441,insert,wikidata
comic_creators,creator:Q342636,insert,wikidata
comic_creators,creator:Q3453777,insert,wikidata
comic_creators,creator:Q3489076,insert,wikidata
comic_creators,creator:Q3498909,insert,wikidata
comic_creators,creator:Q351173,insert,wikidata
comic_creators,creator:Q351436,insert,wikidata
comic_creators,creator:Q352292,insert,wikidata
comic_creators,creator:Q352460,insert,wikidata
comic_creators,creator:Q353277,insert,wikidata
comic_creators,creator:Q353573,insert,wikidata
comic_creators,creator:Q354298,insert,wikidata
comic_creators,creator:Q354513,insert,wikidata
comic_creators,creator:Q355652,insert,wikidata
comic_creators,creator:Q355775,insert,wikidata
comic_creators,creator:Q3616550,insert,wikidata
comic_creators,creator:Q362217,insert,wikidata
comic_creators,creator:Q3660067,insert,wikidata
comic_creators,creator:Q367466,insert,wikidata
comic_creators,creator:Q3703087,insert,wikidata
comic_creators,creator:Q3703262,insert,wikidata
comic_creators,creator:Q3750264,insert,wikidata
comic_creators,creator:Q3770218,insert,wikidata
comic_creators,creator:Q3809178,insert,wikidata
comic_creators,creator:Q3809926,insert,wikidata
comic_creators,creator:Q388589,insert,wikidata
comic_creators,creator:Q3961192,insert,wikidata
comic_creators,creator:Q4662220,insert,wikidata
comic_creators,creator:Q469794,insert,wikidata
comic_creators,creator:Q469906,insert,wikidata
comic_creators,creator:Q47321085,insert,wikidata
comic_creators,creator:Q475618,insert,wikidata
comic_creators,creator:Q4766862,insert,wikidata
comic_creators,creator:Q4800998,insert,wikidata
comic_creators,creator:Q48772137,insert,wikidata
comic_creators,creator:Q4913357,insert,wikidata
comic_creators,creator:Q4931946,insert,wikidata
comic_creators,creator:Q5041566,insert,wikidata
comic_creators,creator:Q5047647,insert,wikidata
comic_creators,creator:Q51057,insert,wikidata
comic_creators,creator:Q5106487,insert,wikidata
comic_creators,creator:Q5107425,insert,wikidata
comic_creators,creator:Q5113177,insert,wikidata
comic_creators,creator:Q5113550,insert,wikidata
comic_creators,creator:Q512997,insert,wikidata
comic_creators,creator:Q5130204,insert,wikidata
comic_creators,creator:Q5132736,insert,wikidata
comic_creators,creator:Q51336953,insert,wikidata
comic_creators,creator:Q5151803,insert,wikidata
comic_creators,creator:Q5203590,insert,wikidata
comic_creators,creator:Q5213603,insert,wikidata
comic_creators,creator:Q5216353,insert,wikidata
comic_creators,creator:Q5220349,insert,wikidata
comic_creators,creator:Q5236281,insert,wikidata
comic_creators,creator:Q525314,insert,wikidata
comic_creators,creator:Q5386095,insert,wikidata
comic_creators,creator:Q5478284,insert,wikidata
comic_creators,creator:Q5541376,insert,wikidata
comic_creators,creator:Q55687996,insert,wikidata
comic_creators,creator:Q5572951,insert,wikidata
comic_creators,creator:Q558806,insert,wikidata
comic_creators,creator:Q5605861,insert,wikidata
comic_creators,creator:Q5607225,insert,wikidata
comic_creators,creator:Q56861740,insert,wikidata
comic_creators,creator:Q569204,insert,wikidata
comic_creators,creator:Q569239,insert,wikidata
comic_creators,creator:Q57745589,insert,wikidata
comic_creators,creator:Q585741,insert,wikidata
comic_creators,creator:Q5920281,insert,wikidata
comic_creators,creator:Q594438,insert,wikidata
comic_creators,creator:Q599109,insert,wikidata
comic_creators,creator:Q602403,insert,wikidata
comic_creators,creator:Q6071777,insert,wikidata
comic_creators,creator:Q6147221,insert,wikidata
comic_creators,creator:Q6148187,insert,wikidata
comic_creators,creator:Q615343,insert,wikidata
comic_creators,creator:Q6172604,insert,wikidata
comic_creators,creator:Q6208592,insert,wikidata
comic_creators,creator:Q6212079,insert,wikidata
comic_creators,creator:Q6227215,insert,wikidata
comic_creators,creator:Q6271612,insert,wikidata
comic_creators,creator:Q6273224,insert,wikidata
comic_creators,creator:Q630770,insert,wikidata
comic_creators,creator:Q631369,insert,wikidata
comic_creators,creator:Q63197678,insert,wikidata
comic_creators,creator:Q633841,insert,wikidata
comic_creators,creator:Q6392527,insert,wikidata
comic_creators,creator:Q6395654,insert,wikidata
comic_creators,creator:Q63997763,insert,wikidata
comic_creators,creator:Q6405534,insert,wikidata
comic_creators,creator:Q64138553,insert,wikidata
comic_creators,creator:Q64138619,insert,wikidata
comic_creators,creator:Q64138751,insert,wikidata
comic_creators,creator:Q642413,insert,wikidata
comic_creators,creator:Q646130,insert,wikidata
comic_creators,creator:Q6734469,insert,wikidata
comic_creators,creator:Q6762888,insert,wikidata
comic_creators,creator:Q6847143,insert,wikidata
comic_creators,creator:Q685944,insert,wikidata
comic_creators,creator:Q687890,insert,wikidata
comic_creators,creator:Q7027963,insert,wikidata
comic_creators,creator:Q703897,insert,wikidata
comic_creators,creator:Q7146568,insert,wikidata
comic_creators,creator:Q7153168,insert,wikidata
comic_creators,creator:Q720012,insert,wikidata
comic_creators,creator:Q721268,insert,wikidata
comic_creators,creator:Q723788,insert,wikidata
comic_creators,creator:Q724576,insert,wikidata
comic_creators,creator:Q725352,insert,wikidata
comic_creators,creator:Q725384,insert,wikidata
comic_creators,creator:Q725773,insert,wikidata
comic_creators,creator:Q729414,insert,wikidata
comic_creators,creator:Q730076,insert,wikidata
comic_creators,creator:Q730138,insert,wikidata
comic_creators,creator:Q731726,insert,wikidata
comic_creators,creator:Q732218,insert,wikidata
comic_creators,creator:Q7331547,insert,wikidata
comic_creators,creator:Q7331633,insert,wikidata
comic_creators,creator:Q7358630,insert,wikidata
comic_creators,creator:Q7363815,insert,wikidata
comic_creators,creator:Q7364510,insert,wikidata
comic_creators,creator:Q7384402,insert,wikidata
comic_creators,creator:Q738852,insert,wikidata
comic_creators,creator:Q7403395,insert,wikidata
comic_creators,creator:Q7407538,insert,wikidata
comic_creators,creator:Q7408090,insert,wikidata
comic_creators,creator:Q7488038,insert,wikidata
comic_creators,creator:Q7536463,insert,wikidata
comic_creators,creator:Q7597659,insert,wikidata
comic_creators,creator:Q7612078,insert,wikidata
comic_creators,creator:Q7613947,insert,wikidata
comic_creators,creator:Q7614525,insert,wikidata
comic_creators,creator:Q7678134,insert,wikidata
comic_creators,creator:Q7704593,insert,wikidata
comic_creators,creator:Q7817125,insert,wikidata
comic_creators,creator:Q7817329,insert,wikidata
comic_creators,creator:Q7931466,insert,wikidata
comic_creators,creator:Q7959133,insert,wikidata
comic_creators,creator:Q7983490,insert,wikidata
comic_creators,creator:Q7983634,insert,wikidata
comic_creators,creator:Q8062616,insert,wikidata
comic_creators,creator:Q8068222,insert,wikidata
comic_creators,creator:Q88602177,insert,wikidata
comic_creators,creator:Q902536,insert,wikidata
comic_creators,creator:Q91868484,insert,wikidata
comic_creators,creator:Q92330222,insert,wikidata
comic_creators,creator:Q93373252,insert,wikidata
comic_creators,creator:Q964815,insert,wikidata
comic_creators,creator:Q971041,insert,wikidata
comic_creators,creator:Q98108514,insert,wikidata
comic_creators,creator:Q981976,insert,wikidata
comic_creators,creator:Q99776207,insert,wikidata
comic_credits,Q111312491:Q181900:author,insert,wikidata
comic_credits,Q111312491:Q311607:cover_artist,insert,wikidata
comic_credits,Q111312491:Q3489076:cover_artist,insert,wikidata
comic_credits,Q111312491:Q181900:editor,insert,wikidata
comic_credits,Q111312491:Q7153168:inker,insert,wikidata
comic_credits,Q111312491:Q7408090:letterer,insert,wikidata
comic_credits,Q111312491:Q311607:penciller,insert,wikidata
comic_characters,Q111312491:214,insert,wikidata
comic_characters,Q111312491:87,insert,wikidata
comic_characters,Q111312491:64,insert,wikidata
comic_characters,Q111312491:132,insert,wikidata
comic_characters,Q111312491:171,insert,wikidata
comic_credits,Q111312519:Q181900:author,insert,wikidata
comic_credits,Q111312519:Q311607:cover_artist,insert,wikidata
comic_credits,Q111312519:Q7153168:cover_artist,insert,wikidata
comic_credits,Q111312519:Q181900:editor,insert,wikidata
comic_credits,Q111312519:Q7153168:inker,insert,wikidata
comic_credits,Q111312519:Q7408090:letterer,insert,wikidata
comic_credits,Q111312519:Q311607:penciller,insert,wikidata
comic_characters,Q111312519:87,insert,wikidata
comic_characters,Q111312519:64,insert,wikidata
comic_characters,Q111312519:132,insert,wikidata
comic_characters,Q111312519:214,insert,wikidata
comic_characters,Q111312519:252,insert,wikidata
comic_credits,Q111333192:Q181900:author,insert,wikidata
comic_credits,Q111333192:Q311607:cover_artist,insert,wikidata
comic_credits,Q111333192:Q1304824:cover_artist,insert,wikidata
comic_credits,Q111333192:Q7408090:cover_artist,insert,wikidata
comic_credits,Q111333192:Q181900:editor,insert,wikidata
comic_credits,Q111333192:Q7931466:inker,insert,wikidata
comic_credits,Q111333192:Q4800998:letterer,insert,wikidata
comic_credits,Q111333192:Q311607:penciller,insert,wikidata
comic_credits,Q111333192:Q7983490:penciller,insert,wikidata
comic_characters,Q111333192:87,insert,wikidata
comic_characters,Q111333192:64,insert,wikidata
comic_characters,Q111333192:132,insert,wikidata
comic_characters,Q111333192:214,insert,wikidata
comic_characters,Q111333192:72,insert,wikidata
comic_credits,Q111550483:Q2907736:creator,insert,wikidata
comic_credits,Q111550483:Q1677338:creator,insert,wikidata
comic_credits,Q111589326:Q8068222:author,insert,wikidata
comic_credits,Q111589326:Q5130204:illustrator,insert,wikidata
comic_characters,Q111589326:27,insert,wikidata
comic_characters,Q111609575:166,insert,wikidata
comic_characters,Q111609575:27,insert,wikidata
comic_characters,Q111609719:166,insert,wikidata
