table_name,row_key,action,source_key
comic_credits,Q115438213:Q7597659:colorist,insert,wikidata
comic_credits,Q115438213:Q311607:cover_artist,insert,wikidata
comic_credits,Q115438213:Q630770:cover_artist,insert,wikidata
comic_credits,Q115438213:Q181900:editor,insert,wikidata
comic_credits,Q115438213:Q630770:inker,insert,wikidata
comic_credits,Q115438213:Q4800998:letterer,insert,wikidata
comic_credits,Q115438213:Q311607:penciller,insert,wikidata
comic_characters,Q115438213:187,insert,wikidata
comic_characters,Q115438213:129,insert,wikidata
comic_characters,Q115438213:9,insert,wikidata
comic_credits,Q115453642:Q7597659:colorist,insert,wikidata
comic_credits,Q115453642:Q3026563:inker,insert,wikidata
comic_credits,Q115453642:Q355652:inker,insert,wikidata
comic_credits,Q115453642:Q311607:inker,insert,wikidata
comic_credits,Q115453642:Q7153168:inker,insert,wikidata
comic_credits,Q115453642:Q4800998:letterer,insert,wikidata
comic_credits,Q115453642:Q3809178:letterer,insert,wikidata
comic_credits,Q115453642:Q115455572:letterer,insert,wikidata
comic_credits,Q115453642:Q355652:penciller,insert,wikidata
comic_credits,Q115453642:Q311607:penciller,insert,wikidata
comic_credits,Q115453642:Q181900:writer,insert,wikidata
comic_credits,Q115453680:Q181900:author,insert,wikidata
comic_credits,Q115453680:Q311607:cover_artist,insert,wikidata
comic_credits,Q115453680:Q3101880:cover_artist,insert,wikidata
comic_credits,Q115453680:Q181900:editor,insert,wikidata
comic_credits,Q115453680:Q7153168:inker,insert,wikidata
comic_credits,Q115453680:Q4800998:letterer,insert,wikidata
comic_credits,Q115453680:Q311607:penciller,insert,wikidata
comic_characters,Q115453680:18,insert,wikidata
comic_credits,Q115454003:Q181900:author,insert,wikidata
comic_credits,Q115454003:Q311607:cover_artist,insert,wikidata
comic_credits,Q115454003:Q355652:cover_artist,insert,wikidata
comic_credits,Q115454003:Q181900:editor,insert,wikidata
comic_credits,Q115454003:Q3026563:inker,insert,wikidata
comic_credits,Q115454003:Q4800998:letterer,insert,wikidata
comic_credits,Q115454003:Q311607:penciller,insert,wikidata
comic_characters,Q115454003:18,insert,wikidata
comic_characters,Q115454003:224,insert,wikidata
comic_credits,Q115456440:Q181900:author,insert,wikidata
comic_credits,Q115456440:Q311607:author,insert,wikidata
comic_credits,Q115456440:Q7597659:colorist,insert,wikidata
comic_credits,Q115456440:Q311607:cover_artist,insert,wikidata
comic_credits,Q115456440:Q181900:editor,insert,wikidata
comic_credits,Q115456440:Q3026563:inker,insert,wikidata
comic_credits,Q115456440:Q4800998:letterer,insert,wikidata
comic_credits,Q115456440:Q311607:penciller,insert,wikidata
comic_characters,Q115456440:198,insert,wikidata
comic_credits,Q115460094:Q725384:author,insert,wikidata
comic_credits,Q115460094:Q311607:author,insert,wikidata
comic_credits,Q115460094:Q5478284:author,insert,wikidata
comic_credits,Q115460094:Q725384:editor,insert,wikidata
comic_credits,Q115460094:Q115460211:inker,insert,wikidata
comic_credits,Q115460094:Q725384:inker,insert,wikidata
comic_credits,Q115460094:Q311607:inker,insert,wikidata
comic_credits,Q115460094:Q311607:letterer,insert,wikidata
comic_credits,Q115460094:Q311607:penciller,insert,wikidata
comic_credits,Q115460094:Q725384:penciller,insert,wikidata
comic_characters,Q115460094:5,insert,wikidata
comic_credits,Q115466677:Q964815:writer,insert,wikidata
comic_credits,Q115466677:Q362217:writer,insert,wikidata
comic_credits,Q115466677:Q2907698:writer,insert,wikidata
comic_credits,Q117199052:Q1476318:author,insert,wikidata
comic_credits,Q117199052:Q56861740:colorist,insert,wikidata
comic_credits,Q117199052:Q2907736:cover_artist,insert,wikidata
comic_credits,Q117199052:Q703897:editor,insert,wikidata
comic_credits,Q117199052:Q354513:inker,insert,wikidata
comic_credits,Q117199052:Q6212079:letterer,insert,wikidata
comic_credits,Q117199052:Q731726:penciller,insert,wikidata
comic_characters,Q117199052:5,insert,wikidata
comic_characters,Q117199052:125,insert,wikidata
comic_characters,Q117199052:146,insert,wikidata
comic_characters,Q117199052:249,insert,wikidata
comic_characters,Q117199052:129,insert,wikidata
comic_characters,Q117199052:187,insert,wikidata
comic_characters,Q117199052:214,insert,wikidata
comic_characters,Q117199052:46,insert,wikidata
comic_characters,Q117199052:87,insert,wikidata
comic_characters,Q117199052:229,insert,wikidata
comic_characters,Q117199052:243,insert,wikidata
comic_characters,Q117199052:27,insert,wikidata
comic_characters,Q117199052:18,insert,wikidata
comic_characters,Q117199052:171,insert,wikidata
comic_characters,Q117199052:9,insert,wikidata
comic_characters,Q117199052:10,insert,wikidata
comic_characters,Q117199052:21,insert,wikidata
comic_characters,Q117199052:111,insert,wikidata
comic_characters,Q117199052:22,insert,wikidata
comic_characters,Q117199052:211,insert,wikidata
comic_credits,Q118119712:Q1484216:cover_artist,insert,wikidata
comic_credits,Q118119712:Q7597659:cover_artist,insert,wikidata
comic_credits,Q118119712:Q7408090:cover_artist,insert,wikidata
comic_credits,Q118119712:Q181900:editor,insert,wikidata
comic_credits,Q118119712:Q1484216:inker,insert,wikidata
comic_credits,Q118119712:Q7408090:letterer,insert,wikidata
comic_credits,Q118119712:Q1484216:penciller,insert,wikidata
comic_credits,Q118119712:Q181900:writer,insert,wikidata
comic_characters,Q118119712:27,insert,wikidata
comic_characters,Q118119712:137,insert,wikidata
comic_characters,Q118119712:67,insert,wikidata
comic_characters,Q118119712:196,insert,wikidata
comic_characters,Q118119712:16,insert,wikidata
comic_characters,Q118119712:110,insert,wikidata
comic_characters,Q118119712:28,insert,wikidata
comic_characters,Q118119712:150,insert,wikidata
comic_characters,Q118119712:1,insert,wikidata
comic_characters,Q118119712:178,insert,wikidata
comic_characters,Q118119712:15,insert,wikidata
comic_credits,Q118120049:Q3292795:colorist,insert,wikidata
comic_credits,Q118120049:Q1484216:cover_artist,insert,wikidata
comic_credits,Q118120049:Q7597659:cover_artist,insert,wikidata
comic_credits,Q118120049:Q7408090:cover_artist,insert,wikidata
comic_credits,Q118120049:Q181900:editor,insert,wikidata
comic_credits,Q118120049:Q1484216:inker,insert,wikidata
comic_credits,Q118120049:Q7408090:letterer,insert,wikidata
comic_credits,Q118120049:Q1484216:penciller,insert,wikidata
comic_credits,Q118120049:Q181900:writer,insert,wikidata
comic_characters,Q118120049:27,insert,wikidata
comic_characters,Q118120049:1,insert,wikidata
comic_characters,Q118120049:137,insert,wikidata
comic_characters,Q118120049:15,insert,wikidata
comic_characters,Q118120049:178,insert,wikidata
comic_characters,Q118120049:31,insert,wikidata
comic_characters,Q118120049:16,insert,wikidata
comic_characters,Q118120049:110,insert,wikidata
comic_credits,Q118419196:Q181900:author,insert,wikidata
comic_credits,Q118419196:Q355652:author,insert,wikidata
comic_credits,Q118419196:Q7597659:colorist,insert,wikidata
comic_credits,Q118419196:Q181900:editor,insert,wikidata
comic_credits,Q118419196:Q355652:inker,insert,wikidata
comic_credits,Q118419196:Q4800998:letterer,insert,wikidata
comic_credits,Q118419196:Q355652:penciller,insert,wikidata
comic_characters,Q118419196:27,insert,wikidata
comic_characters,Q118419196:1,insert,wikidata
comic_characters,Q118419196:44,insert,wikidata
comic_characters,Q118419196:110,insert,wikidata
comic_characters,Q118419196:163,insert,wikidata
comic_characters,Q118419196:78,insert,wikidata
comic_credits,Q119006532:Q1484216:cover_artist,insert,wikidata
comic_credits,Q119006532:Q7597659:cover_artist,insert,wikidata
comic_credits,Q119006532:Q7408090:cover_artist,insert,wikidata
comic_credits,Q119006532:Q181900:editor,insert,wikidata
comic_credits,Q119006532:Q1933143:inker,insert,wikidata
comic_credits,Q119006532:Q7408090:letterer,insert,wikidata
comic_credits,Q119006532:Q1484216:penciller,insert,wikidata
comic_credits,Q119006532:Q181900:writer,insert,wikidata
comic_characters,Q119006532:27,insert,wikidata
comic_characters,Q119006532:15,insert,wikidata
comic_characters,Q119006532:16,insert,wikidata
comic_characters,Q119006532:178,insert,wikidata
comic_characters,Q119006532:137,insert,wikidata
comic_characters,Q119006532:67,insert,wikidata
comic_characters,Q119006532:19,insert,wikidata
comic_characters,Q119006532:1,insert,wikidata
comic_characters,Q119006532:44,insert,wikidata
comic_characters,Q119006532:78,insert,wikidata
comic_credits,Q119007618:Q1484216:cover_artist,insert,wikidata
comic_credits,Q119007618:Q181900:editor,insert,wikidata
comic_credits,Q119007618:Q1933143:inker,insert,wikidata
comic_credits,Q119007618:Q7408090:letterer,insert,wikidata
comic_credits,Q119007618:Q1484216:penciller,insert,wikidata
comic_credits,Q119007618:Q181900:writer,insert,wikidata
comic_characters,Q119007618:27,insert,wikidata
comic_characters,Q119007618:137,insert,wikidata
comic_characters,Q119007618:196,insert,wikidata
comic_characters,Q119007618:227,insert,wikidata
comic_characters,Q119007618:67,insert,wikidata
comic_characters,Q119007618:19,insert,wikidata
comic_characters,Q119007618:178,insert,wikidata
comic_characters,Q119007618:16,insert,wikidata
comic_characters,Q119007618:15,insert,wikidata
comic_credits,Q1199721:Q599109:creator,insert,wikidata
comic_credits,Q1199721:Q720012:creator,insert,wikidata
comic_characters,Q1199721:27,insert,wikidata
comic_credits,Q123401577:Q1484216:cover_artist,insert,wikidata
comic_credits,Q123401577:Q181900:editor,insert,wikidata
comic_credits,Q123401577:Q1933143:inker,insert,wikidata
comic_credits,Q123401577:Q7408090:letterer,insert,wikidata
comic_credits,Q123401577:Q1484216:penciller,insert,wikidata
comic_credits,Q123401577:Q181900:writer,insert,wikidata
comic_characters,Q123401577:27,insert,wikidata
comic_characters,Q123401577:16,insert,wikidata
comic_characters,Q123401577:15,insert,wikidata
comic_characters,Q123401577:1,insert,wikidata
comic_characters,Q123401577:178,insert,wikidata
comic_characters,Q123401577:150,insert,wikidata
comic_characters,Q123401577:10,insert,wikidata
comic_characters,Q123401577:137,insert,wikidata
comic_characters,Q123401577:227,insert,wikidata
comic_characters,Q123401577:67,insert,wikidata
comic_characters,Q123401577:115,insert,wikidata
comic_credits,Q124882349:Q631369:author,insert,wikidata
comic_credits,Q124882349:Q5572951:colorist,insert,wikidata
comic_credits,Q124882349:Q2570:cover_artist,insert,wikidata
comic_credits,Q124882349:Q5213603:cover_artist,insert,wikidata
comic_credits,Q124882349:Q115661081:cover_artist,insert,wikidata
comic_credits,Q124882349:Q2850412:editor,insert,wikidata
comic_credits,Q124882349:Q5213603:inker,insert,wikidata
comic_credits,Q124882349:Q7817125:letterer,insert,wikidata
comic_credits,Q124882349:Q2570:penciller,insert,wikidata
comic_characters,Q124882349:200,insert,wikidata
comic_characters,Q124882349:211,insert,wikidata
comic_characters,Q124882349:46,insert,wikidata
comic_characters,Q124882349:229,insert,wikidata
comic_characters,Q124882349:214,insert,wikidata
comic_characters,Q124882349:243,insert,wikidata
comic_characters,Q124882349:109,insert,wikidata
comic_credits,Q125217454:Q7612078:colorist,insert,wikidata
comic_credits,Q125217454:Q15511907:colorist,insert,wikidata
comic_credits,Q125217454:Q3186347:colorist,insert,wikidata
comic_credits,Q125217454:Q723788:inker,insert,wikidata
comic_credits,Q125217454:Q107491127:inker,insert,wikidata
comic_credits,Q125217454:Q15511907:inker,insert,wikidata
comic_credits,Q125217454:Q353573:inker,insert,wikidata
comic_credits,Q125217454:Q1322629:inker,insert,wikidata
comic_credits,Q125217454:Q3186347:inker,insert,wikidata
comic_credits,Q125217454:Q6148187:inker,insert,wikidata
comic_credits,Q125217454:Q15459584:letterer,insert,wikidata
comic_credits,Q125217454:Q7983634:letterer,insert,wikidata
comic_credits,Q125217454:Q138297117:letterer,insert,wikidata
comic_credits,Q125217454:Q109379640:letterer,insert,wikidata
comic_credits,Q125217454:Q7363815:penciller,insert,wikidata
comic_credits,Q125217454:Q642413:penciller,insert,wikidata
comic_credits,Q125217454:Q15511907:penciller,insert,wikidata
comic_credits,Q125217454:Q723788:penciller,insert,wikidata
comic_credits,Q125217454:Q353573:penciller,insert,wikidata
comic_credits,Q125217454:Q1322629:penciller,insert,wikidata
comic_credits,Q125217454:Q3186347:penciller,insert,wikidata
comic_credits,Q125217454:Q5041566:penciller,insert,wikidata
comic_credits,Q125217454:Q1114638:writer,insert,wikidata
comic_credits,Q125217454:Q129371:writer,insert,wikidata
comic_credits,Q125217454:Q1351554:writer,insert,wikidata
comic_credits,Q125217460:Q129219712:colorist,insert,wikidata
comic_credits,Q125217460:Q111600209:colorist,insert,wikidata
comic_credits,Q125217460:Q138297068:colorist,insert,wikidata
comic_credits,Q125217460:Q111936452:colorist,insert,wikidata
comic_credits,Q125217460:Q133606258:colorist,insert,wikidata
comic_credits,Q125217460:Q63997763:colorist,insert,wikidata
comic_credits,Q125217460:Q124640794:colorist,insert,wikidata
comic_credits,Q125217460:Q111962258:colorist,insert,wikidata
comic_credits,Q125217460:Q91868484:colorist,insert,wikidata
comic_credits,Q125217460:Q88602177:colorist,insert,wikidata
comic_credits,Q125217460:Q3229194:colorist,insert,wikidata
comic_credits,Q125217460:Q1341343:inker,insert,wikidata
comic_credits,Q125217460:Q353573:inker,insert,wikidata
comic_credits,Q125217460:Q3498909:inker,insert,wikidata
comic_credits,Q125217460:Q1377900:inker,insert,wikidata
comic_credits,Q125217460:Q1799972:inker,insert,wikidata
comic_credits,Q125217460:Q3012313:inker,insert,wikidata
comic_credits,Q125217460:Q64138619:inker,insert,wikidata
comic_credits,Q125217460:Q3186347:inker,insert,wikidata
comic_credits,Q125217460:Q1544940:inker,insert,wikidata
comic_credits,Q125217460:Q112531991:inker,insert,wikidata
comic_credits,Q125217460:Q729414:inker,insert,wikidata
comic_credits,Q125217460:Q48772137:inker,insert,wikidata
comic_credits,Q125217460:Q133606258:inker,insert,wikidata
comic_credits,Q125217460:Q106020194:inker,insert,wikidata
comic_credits,Q125217460:Q685944:inker,insert,wikidata
comic_credits,Q125217460:Q19667897:inker,insert,wikidata
comic_credits,Q125217460:Q121789594:inker,insert,wikidata
comic_credits,Q125217460:Q88602177:inker,insert,wikidata
comic_credits,Q125217460:Q3229194:inker,insert,wikidata
comic_credits,Q125217460:Q109103476:letterer,insert,wikidata
comic_credits,Q125217460:Q5106487:letterer,insert,wikidata
comic_credits,Q125217460:Q1341343:penciller,insert,wikidata
comic_credits,Q125217460:Q5386095:penciller,insert,wikidata
comic_credits,Q125217460:Q7488038:penciller,insert,wikidata
comic_credits,Q125217460:Q353573:penciller,insert,wikidata
comic_credits,Q125217460:Q3498909:penciller,insert,wikidata
comic_credits,Q125217460:Q1377900:penciller,insert,wikidata
comic_credits,Q125217460:Q3012313:penciller,insert,wikidata
comic_credits,Q125217460:Q3186347:penciller,insert,wikidata
comic_credits,Q125217460:Q1544940:penciller,insert,wikidata
comic_credits,Q125217460:Q729414:penciller,insert,wikidata
comic_credits,Q125217460:Q133606258:penciller,insert,wikidata
comic_credits,Q125217460:Q732218:penciller,insert,wikidata
comic_credits,Q125217460:Q3086857:penciller,insert,wikidata
comic_credits,Q125217460:Q7817329:penciller,insert,wikidata
comic_credits,Q125217460:Q685944:penciller,insert,wikidata
comic_credits,Q125217460:Q19667897:penciller,insert,wikidata
comic_credits,Q125217460:Q4913357:penciller,insert,wikidata
comic_credits,Q125217460:Q88602177:penciller,insert,wikidata
comic_credits,Q125217460:Q3229194:penciller,insert,wikidata
comic_credits,Q125217460:Q13220782:writer,insert,wikidata
comic_credits,Q125217467:Q113010692:inker,insert,wikidata
comic_credits,Q125217467:Q109379640:letterer,insert,wikidata
comic_credits,Q125217467:Q113010692:penciller,insert,wikidata
comic_credits,Q125217467:Q112548200:writer,insert,wikidata
comic_characters,Q125217467:18,insert,wikidata
comic_credits,Q125241309:Q732218:penciller,insert,wikidata
comic_credits,Q125241309:Q132930261:penciller,insert,wikidata
comic_credits,Q125241309:Q1544940:penciller,insert,wikidata
comic_credits,Q125241309:Q4913357:penciller,insert,wikidata
comic_credits,Q125241309:Q47321085:penciller,insert,wikidata
comic_credits,Q125241309:Q5216353:penciller,insert,wikidata
comic_credits,Q125241309:Q7363815:penciller,insert,wikidata
comic_credits,Q125241309:Q180440:penciller,insert,wikidata
comic_credits,Q125241309:Q6405534:writer,insert,wikidata
comic_credits,Q125241339:Q183352:penciller,insert,wikidata
comic_credits,Q125241339:Q2415759:penciller,insert,wikidata
comic_credits,Q125241339:Q26715409:penciller,insert,wikidata
comic_credits,Q125241339:Q137886590:penciller,insert,wikidata
comic_credits,Q125241339:Q111600370:penciller,insert,wikidata
comic_credits,Q125241339:Q6392527:penciller,insert,wikidata
comic_credits,Q125241339:Q720012:writer,insert,wikidata
comic_credits,Q125241366:Q1544940:penciller,insert,wikidata
comic_credits,Q125241366:Q109914011:penciller,insert,wikidata
comic_credits,Q125241366:Q112547474:penciller,insert,wikidata
comic_credits,Q125241366:Q15267094:writer,insert,wikidata
comic_credits,Q125241414:Q6734469:penciller,insert,wikidata
comic_credits,Q125241414:Q112029775:penciller,insert,wikidata
comic_credits,Q125241414:Q8062616:penciller,insert,wikidata
comic_credits,Q125241414:Q112521937:penciller,insert,wikidata
comic_credits,Q125241414:Q585741:penciller,insert,wikidata
comic_credits,Q125241414:Q130789863:writer,insert,wikidata
comic_credits,Q125241414:Q99776207:writer,insert,wikidata
comic_credits,Q125241414:Q27063908:writer,insert,wikidata
comic_credits,Q125252681:Q3013218:writer,insert,wikidata
comic_credits,Q125252681:Q126941:writer,insert,wikidata
comic_credits,Q125252681:Q5920281:writer,insert,wikidata
comic_credits,Q125252681:Q594438:writer,insert,wikidata
comic_credits,Q125252681:Q730076:writer,insert,wikidata
comic_credits,Q125252681:Q1797964:writer,insert,wikidata
comic_credits,Q125252681:Q3086966:writer,insert,wikidata
comic_credits,Q125252681:Q8068222:writer,insert,wikidata
comic_credits,Q125252681:Q181900:writer,insert,wikidata
comic_credits,Q125252681:Q725773:writer,insert,wikidata
comic_credits,Q125252681:Q5113550:writer,insert,wikidata
comic_credits,Q125252681:Q3072707:writer,insert,wikidata
comic_credits,Q125252681:Q354298:writer,insert,wikidata
comic_credits,Q125252681:Q2635391:writer,insert,wikidata
comic_credits,Q125252682:Q111600209:colorist,insert,wikidata
comic_credits,Q125252682:Q63997763:colorist,insert,wikidata
comic_credits,Q125252682:Q108905326:inker,insert,wikidata
comic_credits,Q125252682:Q1507300:inker,insert,wikidata
comic_credits,Q125252682:Q1027926:inker,insert,wikidata
comic_credits,Q125252682:Q111973065:letterer,insert,wikidata
comic_credits,Q125252682:Q5106487:letterer,insert,wikidata
comic_credits,Q125252682:Q388589:penciller,insert,wikidata
comic_credits,Q125252682:Q3770218:penciller,insert,wikidata
comic_credits,Q125252682:Q111936975:penciller,insert,wikidata
comic_credits,Q125252682:Q3350928:penciller,insert,wikidata
comic_credits,Q125252682:Q17637522:penciller,insert,wikidata
comic_credits,Q125252682:Q2086637:penciller,insert,wikidata
comic_credits,Q125252682:Q1507300:penciller,insert,wikidata
comic_credits,Q125252682:Q3013218:writer,insert,wikidata
comic_credits,Q125252682:Q5113550:writer,insert,wikidata
comic_credits,Q125252682:Q525314:writer,insert,wikidata
comic_credits,Q125252685:Q111817464:colorist,insert,wikidata
comic_credits,Q125252685:Q111600209:colorist,insert,wikidata
comic_credits,Q125252685:Q127603084:colorist,insert,wikidata
comic_credits,Q125252685:Q112521897:colorist,insert,wikidata
comic_credits,Q125252685:Q111973065:letterer,insert,wikidata
comic_credits,Q125252685:Q3770218:penciller,insert,wikidata
comic_credits,Q125252685:Q351173:penciller,insert,wikidata
comic_credits,Q125252685:Q3961192:penciller,insert,wikidata
comic_credits,Q125252685:Q2086637:penciller,insert,wikidata
comic_credits,Q125252685:Q112542372:penciller,insert,wikidata
comic_credits,Q125252685:Q3750264:penciller,insert,wikidata
comic_credits,Q125252685:Q3013218:writer,insert,wikidata
comic_credits,Q125252685:Q5113550:writer,insert,wikidata
comic_credits,Q125252685:Q569204:writer,insert,wikidata
comic_credits,Q125252687:Q7384402:penciller,insert,wikidata
comic_credits,Q125252687:Q599109:penciller,insert,wikidata
comic_credits,Q125252687:Q7146568:penciller,insert,wikidata
comic_credits,Q125252687:Q388589:penciller,insert,wikidata
comic_credits,Q125252687:Q130791672:penciller,insert,wikidata
comic_credits,Q125252687:Q111910686:penciller,insert,wikidata
comic_credits,Q125252687:Q3660067:penciller,insert,wikidata
comic_credits,Q125252687:Q120540853:penciller,insert,wikidata
comic_credits,Q125252687:Q6392527:penciller,insert,wikidata
comic_credits,Q125252687:Q183352:penciller,insert,wikidata
comic_credits,Q125252687:Q93373252:penciller,insert,wikidata
comic_credits,Q125252687:Q6395654:penciller,insert,wikidata
comic_credits,Q125252687:Q138331516:penciller,insert,wikidata
comic_credits,Q125252687:Q136644651:penciller,insert,wikidata
comic_credits,Q125252687:Q124640809:penciller,insert,wikidata
comic_credits,Q125252687:Q127513727:penciller,insert,wikidata
comic_credits,Q125252687:Q112555904:penciller,insert,wikidata
comic_credits,Q125252687:Q112535571:penciller,insert,wikidata
comic_credits,Q125252687:Q138331987:penciller,insert,wikidata
comic_credits,Q125252687:Q7027963:writer,insert,wikidata
comic_credits,Q125252687:Q8068222:writer,insert,wikidata
comic_credits,Q125252687:Q114869497:writer,insert,wikidata
comic_credits,Q125252687:Q27063908:writer,insert,wikidata
comic_credits,Q125252687:Q99776207:writer,insert,wikidata
comic_credits,Q125252687:Q6172604:writer,insert,wikidata
comic_credits,Q125252687:Q7146568:writer,insert,wikidata
comic_credits,Q125252687:Q7403395:writer,insert,wikidata
comic_credits,Q125252689:Q2570:penciller,insert,wikidata
comic_credits,Q125252689:Q729414:penciller,insert,wikidata
comic_credits,Q125252689:Q2438490:penciller,insert,wikidata
comic_credits,Q125252689:Q7146568:penciller,insert,wikidata
comic_credits,Q125252689:Q130785064:penciller,insert,wikidata
comic_credits,Q125252689:Q353277:penciller,insert,wikidata
comic_credits,Q125252689:Q109534190:penciller,insert,wikidata
comic_credits,Q125252689:Q8068222:writer,insert,wikidata
comic_credits,Q125252689:Q730076:writer,insert,wikidata
comic_credits,Q125252689:Q92330222:writer,insert,wikidata
comic_credits,Q125253864:Q2563084:penciller,insert,wikidata
comic_credits,Q125253864:Q7614525:penciller,insert,wikidata
comic_credits,Q125253864:Q685944:penciller,insert,wikidata
comic_credits,Q125253864:Q138340662:penciller,insert,wikidata
comic_credits,Q125253864:Q5605861:penciller,insert,wikidata
comic_credits,Q125253864:Q6847143:penciller,insert,wikidata
comic_credits,Q125253864:Q731726:penciller,insert,wikidata
comic_credits,Q125253864:Q723788:penciller,insert,wikidata
comic_credits,Q125253864:Q138340699:penciller,insert,wikidata
comic_credits,Q125253864:Q7704593:writer,insert,wikidata
comic_credits,Q125253864:Q525314:writer,insert,wikidata
comic_credits,Q125253864:Q5920281:writer,insert,wikidata
comic_credits,Q125253864:Q352292:writer,insert,wikidata
comic_credits,Q125253864:Q1351554:writer,insert,wikidata
comic_credits,Q125253864:Q5220349:writer,insert,wikidata
comic_credits,Q125253864:Q1344527:writer,insert,wikidata
comic_credits,Q125253864:Q354298:writer,insert,wikidata
comic_credits,Q125253864:Q112525840:writer,insert,wikidata
comic_credits,Q125253864:Q971041:writer,insert,wikidata
comic_credits,Q125253864:Q469794:writer,insert,wikidata
comic_credits,Q125253864:Q730138:writer,insert,wikidata
comic_credits,Q125253869:Q13147290:penciller,insert,wikidata
comic_credits,Q125253869:Q20049917:penciller,insert,wikidata
comic_credits,Q125253869:Q11316067:penciller,insert,wikidata
comic_credits,Q125253869:Q2507833:penciller,insert,wikidata
comic_credits,Q125253869:Q646130:penciller,insert,wikidata
comic_credits,Q125253869:Q6071777:penciller,insert,wikidata
comic_credits,Q125253869:Q3379441:penciller,insert,wikidata
comic_credits,Q125253869:Q3086966:writer,insert,wikidata
comic_credits,Q125253869:Q354298:writer,insert,wikidata
comic_credits,Q125253869:Q1797964:writer,insert,wikidata
comic_credits,Q125253869:Q721268:writer,insert,wikidata
comic_credits,Q128384095:Q18011187:colorist,insert,wikidata
comic_credits,Q128384095:Q111827135:colorist,insert,wikidata
comic_credits,Q128384095:Q57745589:inker,insert,wikidata
comic_credits,Q128384095:Q3703262:inker,insert,wikidata
comic_credits,Q128384095:Q109379640:letterer,insert,wikidata
comic_credits,Q128384095:Q125190826:letterer,insert,wikidata
comic_credits,Q128384095:Q57745589:penciller,insert,wikidata
comic_credits,Q128384095:Q3703262:penciller,insert,wikidata
comic_credits,Q128384095:Q3809926:writer,insert,wikidata
comic_credits,Q128797955:Q1266750:penciller,insert,wikidata
comic_credits,Q128797955:Q2570:penciller,insert,wikidata
comic_credits,Q128797955:Q687890:penciller,insert,wikidata
comic_credits,Q128797955:Q207676:penciller,insert,wikidata
comic_credits,Q128797955:Q4931946:penciller,insert,wikidata
comic_credits,Q128797955:Q1175576:penciller,insert,wikidata
comic_credits,Q128797955:Q5047647:penciller,insert,wikidata
comic_credits,Q128797955:Q1668952:penciller,insert,wikidata
comic_credits,Q128797955:Q602403:penciller,insert,wikidata
comic_credits,Q128797955:Q1484216:penciller,insert,wikidata
comic_credits,Q128797955:Q1304824:penciller,insert,wikidata
comic_credits,Q128797955:Q1113788:penciller,insert,wikidata
comic_credits,Q128797955:Q2570004:penciller,insert,wikidata
comic_credits,Q128797955:Q2548090:penciller,insert,wikidata
comic_credits,Q128797955:Q1365108:penciller,insert,wikidata
comic_credits,Q128797955:Q138314646:penciller,insert,wikidata
comic_credits,Q128797955:Q138314662:penciller,insert,wikidata
comic_credits,Q128797955:Q7364510:penciller,insert,wikidata
comic_credits,Q128797955:Q2439695:penciller,insert,wikidata
comic_credits,Q128797955:Q2850412:writer,insert,wikidata
comic_credits,Q128797955:Q181900:writer,insert,wikidata
comic_credits,Q128797955:Q5203590:writer,insert,wikidata
comic_credits,Q128797955:Q207676:writer,insert,wikidata
comic_credits,Q128797955:Q1189414:writer,insert,wikidata
comic_credits,Q128797955:Q525314:writer,insert,wikidata
comic_credits,Q128797955:Q981976:writer,insert,wikidata
comic_credits,Q128797955:Q2569995:writer,insert,wikidata
comic_credits,Q128797955:Q1333734:writer,insert,wikidata
comic_credits,Q128797955:Q7358630:writer,insert,wikidata
comic_credits,Q128797955:Q730076:writer,insert,wikidata
comic_credits,Q128797955:Q351436:writer,insert,wikidata
comic_credits,Q128797955:Q1476318:writer,insert,wikidata
comic_credits,Q128797955:Q354298:writer,insert,wikidata
comic_credits,Q128797955:Q5607225:writer,insert,wikidata
comic_credits,Q128797955:Q730138:writer,insert,wikidata
comic_credits,Q128798978:Q16732020:penciller,insert,wikidata
comic_credits,Q128798978:Q137000565:penciller,insert,wikidata
comic_credits,Q128798978:Q112547474:penciller,insert,wikidata
comic_credits,Q128798978:Q112503080:penciller,insert,wikidata
comic_credits,Q128798978:Q136759586:penciller,insert,wikidata
comic_credits,Q128798978:Q112559260:penciller,insert,wikidata
comic_credits,Q128798978:Q469906:writer,insert,wikidata
comic_credits,Q138019256:Q1484216:cover_artist,insert,wikidata
comic_credits,Q138019256:Q181900:editor,insert,wikidata
comic_credits,Q138019256:Q1933143:inker,insert,wikidata
comic_credits,Q138019256:Q3082626:inker,insert,wikidata
comic_credits,Q138019256:Q4800998:letterer,insert,wikidata
comic_credits,Q138019256:Q2009797:penciller,insert,wikidata
comic_credits,Q138019256:Q3292795:penciller,insert,wikidata
comic_credits,Q138019256:Q181900:writer,insert,wikidata
comic_characters,Q138019256:27,insert,wikidata
comic_characters,Q138019256:1,insert,wikidata
comic_characters,Q138019256:222,insert,wikidata
comic_characters,Q138019256:181,insert,wikidata
comic_characters,Q138019256:44,insert,wikidata
comic_characters,Q138019256:15,insert,wikidata
comic_characters,Q138019256:16,insert,wikidata
comic_characters,Q138019256:187,insert,wikidata
comic_characters,Q138019256:129,insert,wikidata
comic_characters,Q138019256:137,insert,wikidata
comic_characters,Q138019256:227,insert,wikidata
comic_characters,Q138019256:196,insert,wikidata
comic_characters,Q138019256:67,insert,wikidata
