entity_type,entity_id,source,identifier,url
work,1,wikidata,Q1831060,https://www.wikidata.org/wiki/Q1831060
work,1,allocine,14532,
work,1,commons_category,Spider-Man and his cast,https://commons.wikimedia.org/wiki/Category:Spider-Man and his cast
work,1,filmaffinity,355227,
work,1,freebase,/m/02w7bx9,
work,1,imdb,tt0075671,https://www.imdb.com/title/tt0075671/
work,1,letterboxd,38645,https://letterboxd.com/film/38645/
work,1,omdb_ofdb,4300,
work,1,rotten_tomatoes,m/1000746-amazing_spiderman,https://www.rottentomatoes.com/m/1000746-amazing_spiderman
work,1,tmdb_movie,225914,https://www.themoviedb.org/movie/225914
work,10,wikidata,Q23010088,https://www.wikidata.org/wiki/Q23010088
work,10,allocine,209778,
work,10,apple_tv,umc.cmc.2sbgqu6gpbevxnjjhfd4ahuvn,
work,10,box_office_mojo,spiderman2017,https://www.boxofficemojo.com/title/spiderman2017/
work,10,commons_category,Spider-Man: Homecoming,https://commons.wikimedia.org/wiki/Category:Spider-Man: Homecoming
work,10,douban,107978,
work,10,eidr,10.5240/4B5E-32E4-3EE7-0C3F-C53C-J,
work,10,filmaffinity,478990,
work,10,freebase,/m/0wkgbxq,
work,10,imdb,tt2250912,https://www.imdb.com/title/tt2250912/
work,10,kinenote,84685,
work,10,kinopoisk,690593,
work,10,letterboxd,68,https://letterboxd.com/film/68/
work,10,metacritic,movie/spider-man-homecoming,https://www.metacritic.com/movie/spider-man-homecoming
work,10,movie_meter,mv60534,
work,10,netflix,80166369,
work,10,official_website,http://www.sonypictures.com/movies/spidermanhomecoming/,http://www.sonypictures.com/movies/spidermanhomecoming/
work,10,omdb_ofdb,300074,
work,10,porthu,182722,
work,10,quora,Spiderman-Homecoming-1,
work,10,rotten_tomatoes,m/spider_man_homecoming,https://www.rottentomatoes.com/m/spider_man_homecoming
work,10,swedish_film,89418,
work,10,tmdb_movie,315635,https://www.themoviedb.org/movie/315635
work,10,tv_tropes,Film/SpiderManHomecoming,
work,10,vgmdb,spider-man-homecoming,
work,10,viaf,6306150325590810090006,
work,10,youtube_trailer,SDpV07nEtuc,
work,11,wikidata,Q29588607,https://www.wikidata.org/wiki/Q29588607
work,11,allocine,233998,
work,11,apple_tv,umc.cmc.4a2ypxddplsdsahwxrc5fkz4x,
work,11,box_office_mojo,animatedspider-man,https://www.boxofficemojo.com/title/animatedspider-man/
work,11,commons_category,Spider-Man: Into the Spider-Verse,https://commons.wikimedia.org/wiki/Category:Spider-Man: Into the Spider-Verse
work,11,douban,117794,
work,11,eidr,10.5240/6250-1289-CDCA-6FFB-1A13-C,
work,11,filmaffinity,773389,
work,11,imdb,tt4633694,https://www.imdb.com/title/tt4633694/
work,11,kinenote,89743,
work,11,kinopoisk,920265,
work,11,letterboxd,33,https://letterboxd.com/film/33/
work,11,metacritic,movie/spider-man-into-the-spider-verse,https://www.metacritic.com/movie/spider-man-into-the-spider-verse
work,11,netflix,81002747,
work,11,official_website,http://www.intothespiderverse.movie,http://www.intothespiderverse.movie
work,11,omdb_ofdb,317185,
work,11,porthu,197323,
work,11,rotten_tomatoes,m/spider_man_into_the_spider_verse,https://www.rottentomatoes.com/m/spider_man_into_the_spider_verse
work,11,swedish_film,625344,
work,11,the_numbers,Spider-Man-Into-The-Spider-Verse-3D,https://www.the-numbers.com/movie/Spider-Man-Into-The-Spider-Verse-3D
work,11,tmdb_movie,324857,https://www.themoviedb.org/movie/324857
work,11,tv_tropes,WesternAnimation/SpiderManIntoTheSpiderVerse,
work,11,vgmdb,spider-man-a-new-universe,
work,11,youtube_trailer,rcqoZKW1UNo,
work,12,wikidata,Q27985819,https://www.wikidata.org/wiki/Q27985819
work,12,allocine,222291,
work,12,apple_tv,umc.cmc.1xnsjqmhn8a93iy2vgj36w3d1,
work,12,box_office_mojo,spidermanhomecoming2,https://www.boxofficemojo.com/title/spidermanhomecoming2/
work,12,commons_category,Spider-Man: Far From Home,https://commons.wikimedia.org/wiki/Category:Spider-Man: Far From Home
work,12,douban,112212,
work,12,eidr,10.5240/C0A2-80E8-E197-76D7-B852-2,
work,12,filmaffinity,978970,
work,12,imdb,tt6320628,https://www.imdb.com/title/tt6320628/
work,12,kinenote,90906,
work,12,kinopoisk,1008445,
work,12,letterboxd,4137,https://letterboxd.com/film/4137/
work,12,metacritic,movie/spider-man-far-from-home,https://www.metacritic.com/movie/spider-man-far-from-home
work,12,movie_meter,mv65910,
work,12,netflix,81055822,
work,12,official_website,https://www.sonypictures.com/movies/spidermanfarfromhome,https://www.sonypictures.com/movies/spidermanfarfromhome
work,12,omdb_ofdb,326769,
work,12,porthu,206010,
work,12,rotten_tomatoes,m/spider_man_far_from_home,https://www.rottentomatoes.com/m/spider_man_far_from_home
work,12,swedish_film,628759,
work,12,the_numbers,Spider-Man-Far-From-Home-(2019),https://www.the-numbers.com/movie/Spider-Man-Far-From-Home-(2019)
work,12,tmdb_movie,429617,https://www.themoviedb.org/movie/429617
work,12,tv_tropes,Film/SpiderManFarFromHome,
work,12,vgmdb,spider-man-homecoming-2,
work,12,viaf,77156130850558310272,
work,12,youtube_trailer,oG7-Gc5xMio,
work,13,wikidata,Q68934496,https://www.wikidata.org/wiki/Q68934496
work,13,allocine,256880,
work,13,apple_tv,umc.cmc.2qf7xc5hds0m5jgx4roago580,
work,13,box_office_mojo,spidermanhomecoming3,https://www.boxofficemojo.com/title/spidermanhomecoming3/
work,13,commons_category,Spider-Man: No Way Home,https://commons.wikimedia.org/wiki/Category:Spider-Man: No Way Home
work,13,eidr,10.5240/78AB-C20D-C214-A5B3-734D-8,
work,13,filmaffinity,491812,
work,13,imdb,tt10872600,https://www.imdb.com/title/tt10872600/
work,13,kinenote,95691,
work,13,kinopoisk,1309570,
work,13,letterboxd,132448,https://letterboxd.com/film/132448/
work,13,metacritic,movie/spider-man-no-way-home,https://www.metacritic.com/movie/spider-man-no-way-home
work,13,official_website,https://www.marvel.com/movies/spider-man-no-way-home,https://www.marvel.com/movies/spider-man-no-way-home
work,13,omdb_ofdb,357740,
work,13,porthu,227992,
work,13,rotten_tomatoes,m/spider_man_no_way_home,https://www.rottentomatoes.com/m/spider_man_no_way_home
work,13,swedish_film,653148,
work,13,the_numbers,Spider-Man-No-Way-Home-(2021),https://www.the-numbers.com/movie/Spider-Man-No-Way-Home-(2021)
work,13,tmdb_movie,634649,https://www.themoviedb.org/movie/634649
work,13,tv_tropes,Film/SpiderManNoWayHome,
work,13,youtube_trailer,JfVOs4VSpmA,
work,14,wikidata,Q76448600,https://www.wikidata.org/wiki/Q76448600
work,14,allocine,269975,
work,14,apple_tv,umc.cmc.2zphwshxw2ejh2znevhod0u01,
work,14,commons_category,Spider-Man: Across the Spider-Verse,https://commons.wikimedia.org/wiki/Category:Spider-Man: Across the Spider-Verse
work,14,eidr,10.5240/D985-464F-513C-5B9A-77ED-O,
work,14,filmaffinity,213653,
work,14,imdb,tt9362722,https://www.imdb.com/title/tt9362722/
work,14,kinopoisk,1219177,
work,14,letterboxd,132814,https://letterboxd.com/film/132814/
work,14,metacritic,movie/spider-man-across-the-spider-verse,https://www.metacritic.com/movie/spider-man-across-the-spider-verse
work,14,movie_meter,mv75737,
work,14,official_website,https://www.sonypictures.com/movies/spidermanacrossthespiderverse,https://www.sonypictures.com/movies/spidermanacrossthespiderverse
work,14,omdb_ofdb,369655,
work,14,rotten_tomatoes,m/spider_man_across_the_spider_verse,https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse
work,14,swedish_film,682538,
work,14,the_numbers,Spider-Man-Across-the-Spider-Verse-(2022),https://www.the-numbers.com/movie/Spider-Man-Across-the-Spider-Verse-(2022)
work,14,tmdb_movie,569094,https://www.themoviedb.org/movie/569094
work,14,tv_tropes,WesternAnimation/SpiderManAcrossTheSpiderVerse,
work,14,vgmdb,119312,
work,14,youtube_trailer,lDhEW4xOJHI,
work,15,wikidata,Q110152284,https://www.wikidata.org/wiki/Q110152284
work,15,imdb,tt16360004,https://www.imdb.com/title/tt16360004/
work,15,kinopoisk,4763456,
work,15,letterboxd,331983,https://letterboxd.com/film/331983/
work,15,official_website,https://www.sonypicturesanimation.com/projects/films/spider-man-beyond-spider-verse,https://www.sonypicturesanimation.com/projects/films/spider-man-beyond-spider-verse
work,15,rotten_tomatoes,m/spider_man_beyond_the_spider_verse,https://www.rottentomatoes.com/m/spider_man_beyond_the_spider_verse
work,15,tmdb_movie,911916,https://www.themoviedb.org/movie/911916
work,16,wikidata,Q113244935,https://www.wikidata.org/wiki/Q113244935
work,16,allocine,276608,
work,16,commons_category,Spider-Man: Brand New Day,https://commons.wikimedia.org/wiki/Category:Spider-Man: Brand New Day
work,16,filmaffinity,437038,
work,16,imdb,tt22084616,https://www.imdb.com/title/tt22084616/
work,16,kinopoisk,5494049,
work,16,letterboxd,135896,https://letterboxd.com/film/135896/
work,16,metacritic,movie/spider-man-brand-new-day,https://www.metacritic.com/movie/spider-man-brand-new-day
work,16,official_website,https://spidermanbrandnewday.movie/,https://spidermanbrandnewday.movie/
work,16,rotten_tomatoes,m/spider_man_brand_new_day,https://www.rottentomatoes.com/m/spider_man_brand_new_day
work,16,swedish_film,739506,
work,16,tmdb_movie,969681,https://www.themoviedb.org/movie/969681
work,16,youtube_trailer,8TZMtslA3UY,
work,17,wikidata,Q23006268,https://www.wikidata.org/wiki/Q23006268
work,17,allocine,138473,
work,17,apple_tv,umc.cmc.167s38fbmf62skxtkiuegvn5m,
work,17,box_office_mojo,venom2018,https://www.boxofficemojo.com/title/venom2018/
work,17,commons_category,Venom (2018 film),https://commons.wikimedia.org/wiki/Category:Venom (2018 film)
work,17,eidr,10.5240/63B8-F4DD-D11B-B584-3E2D-S,
work,17,filmaffinity,122208,
work,17,imdb,tt1270797,https://www.imdb.com/title/tt1270797/
work,17,kinenote,90058,
work,17,kinopoisk,463634,
work,17,letterboxd,45,https://letterboxd.com/film/45/
work,17,metacritic,movie/venom-2018,https://www.metacritic.com/movie/venom-2018
work,17,netflix,80991034,
work,17,official_website,https://www.sonypictures.com/movies/venom?hs317=home_BB_venom,https://www.sonypictures.com/movies/venom?hs317=home_BB_venom
work,17,omdb_ofdb,315124,
work,17,porthu,199868,
work,17,rotten_tomatoes,m/venom_2018,https://www.rottentomatoes.com/m/venom_2018
work,17,swedish_film,621808,
work,17,the_numbers,Venom-(2018),https://www.the-numbers.com/movie/Venom-(2018)
work,17,tmdb_movie,335983,https://www.themoviedb.org/movie/335983
work,17,tv_tropes,Film/Venom2018,
work,17,vgmdb,venom,
work,18,wikidata,Q60498064,https://www.wikidata.org/wiki/Q60498064
work,18,allocine,269758,
work,18,apple_tv,umc.cmc.2s9m38fifjsags9h5ghygfilr,
work,18,commons_category,Venom: Let There Be Carnage,https://commons.wikimedia.org/wiki/Category:Venom: Let There Be Carnage
work,18,eidr,10.5240/D1EA-37E5-007B-308B-6B6A-P,
work,18,filmaffinity,572628,
work,18,imdb,tt7097896,https://www.imdb.com/title/tt7097896/
work,18,kinenote,95397,
work,18,kinopoisk,1227967,
work,18,letterboxd,17104,https://letterboxd.com/film/17104/
work,18,metacritic,movie/venom-let-there-be-carnage,https://www.metacritic.com/movie/venom-let-there-be-carnage
work,18,omdb_ofdb,355497,
work,18,porthu,215086,
work,18,rotten_tomatoes,m/venom_let_there_be_carnage,https://www.rottentomatoes.com/m/venom_let_there_be_carnage
work,18,swedish_film,650378,
work,18,the_numbers,Venom-Let-There-be-Carnage,https://www.the-numbers.com/movie/Venom-Let-There-be-Carnage
work,18,tmdb_movie,580489,https://www.themoviedb.org/movie/580489
work,18,tv_tropes,Film/VenomLetThereBeCarnage,
work,18,vgmdb,venom-2,
work,18,youtube_trailer,wY-Hyndh078,
work,19,wikidata,Q55405369,https://www.wikidata.org/wiki/Q55405369
work,19,allocine,260627,
work,19,apple_tv,umc.cmc.4kplim7sx1ucsdup8o6caf4ci,
work,19,commons_category,Morbius (film),https://commons.wikimedia.org/wiki/Category:Morbius (film)
work,19,eidr,10.5240/05FC-3910-E17B-99A0-D6F5-Y,
work,19,filmaffinity,432575,
work,19,imdb,tt5108870,https://www.imdb.com/title/tt5108870/
work,19,kinenote,94032,
work,19,kinopoisk,1100425,
work,19,letterboxd,34898,https://letterboxd.com/film/34898/
work,19,metacritic,movie/morbius,https://www.metacritic.com/movie/morbius
work,19,official_website,https://www.morbius.movie,https://www.morbius.movie
work,19,porthu,208682,
work,19,quora,Morbius-2022-Movie,
work,19,rotten_tomatoes,m/morbius,https://www.rottentomatoes.com/m/morbius
work,19,swedish_film,662631,
work,19,tmdb_movie,526896,https://www.themoviedb.org/movie/526896
work,19,youtube_trailer,SV41p5H_9ng,
work,2,wikidata,Q2395231,https://www.wikidata.org/wiki/Q2395231
work,2,allocine,20032,
work,2,eidr,10.5240/3D08-685F-E4B9-10E1-1123-7,
work,2,filmaffinity,157652,
work,2,imdb,tt0078308,https://www.imdb.com/title/tt0078308/
work,2,kinopoisk,330724,
work,2,letterboxd,31203,https://letterboxd.com/film/31203/
work,2,omdb_ofdb,5209,
work,2,tmdb_movie,225925,https://www.themoviedb.org/movie/225925
work,2,vgmdb,spider-man-schlaegt-zurueck,
work,20,wikidata,Q111677117,https://www.wikidata.org/wiki/Q111677117
work,20,allocine,277610,
work,20,apple_tv,umc.cmc.4j4y4fxsvz0r3cxq53n9yvu51,
work,20,commons_category,Madame Web,https://commons.wikimedia.org/wiki/Category:Madame Web
work,20,eidr,10.5240/718A-AA0C-50B3-254F-01F8-Q,
work,20,filmaffinity,822735,
work,20,imdb,tt11057302,https://www.imdb.com/title/tt11057302/
work,20,kinopoisk,1311078,
work,20,letterboxd,131701,https://letterboxd.com/film/131701/
work,20,metacritic,movie/madam-web,https://www.metacritic.com/movie/madam-web
work,20,netflix,81762621,
work,20,official_website,https://www.madamewebmovie.net/,https://www.madamewebmovie.net/
work,20,porthu,242758,
work,20,rotten_tomatoes,m/madame_web,https://www.rottentomatoes.com/m/madame_web
work,20,swedish_film,697505,
work,20,the_numbers,Madame-Web-(2024),https://www.the-numbers.com/movie/Madame-Web-(2024)
work,20,tmdb_movie,634492,https://www.themoviedb.org/movie/634492
work,20,tv_tropes,Film/MadameWeb2024,
work,20,youtube_trailer,QzNlYTfyA0w,
work,21,wikidata,Q107390449,https://www.wikidata.org/wiki/Q107390449
work,21,allocine,266665,
work,21,apple_tv,umc.cmc.24on06t6758phqiu38vgwuxvf,
work,21,eidr,10.5240/F96B-9FCF-4A81-CBF8-5A7F-V,
work,21,filmaffinity,716135,
work,21,imdb,tt8790086,https://www.imdb.com/title/tt8790086/
work,21,kinenote,98623,
work,21,kinopoisk,1183578,
work,21,letterboxd,167725,https://letterboxd.com/film/167725/
work,21,metacritic,movie/kraven-the-hunter,https://www.metacritic.com/movie/kraven-the-hunter
work,21,official_website,https://www.kravenmovie.com,https://www.kravenmovie.com
work,21,porthu,252968,
work,21,rotten_tomatoes,m/kraven_the_hunter,https://www.rottentomatoes.com/m/kraven_the_hunter
work,21,swedish_film,711763,
work,21,tmdb_movie,539972,https://www.themoviedb.org/movie/539972
work,21,youtube_trailer,E-ccRWobbmo,
work,22,wikidata,Q113371337,https://www.wikidata.org/wiki/Q113371337
work,22,allocine,299237,
work,22,apple_tv,umc.cmc.44fxgzrhffbmf97cm03y6xaix,
work,22,douban,180104,
work,22,eidr,10.5240/4DC7-2239-723F-3EDB-D7D9-D,
work,22,filmaffinity,739002,
work,22,imdb,tt16366836,https://www.imdb.com/title/tt16366836/
work,22,kinenote,99937,
work,22,kinopoisk,4766559,
work,22,letterboxd,346677,https://letterboxd.com/film/346677/
work,22,metacritic,movie/venom-the-last-dance,https://www.metacritic.com/movie/venom-the-last-dance
work,22,movie_meter,mv86441,
work,22,official_website,https://venom.movie/,https://venom.movie/
work,22,omdb_ofdb,382997,
work,22,porthu,242224,
work,22,rotten_tomatoes,m/venom_the_last_dance,https://www.rottentomatoes.com/m/venom_the_last_dance
work,22,swedish_film,710189,
work,22,the_numbers,Venom-The-Last-Dance-(2024),https://www.the-numbers.com/movie/Venom-The-Last-Dance-(2024)
work,22,tmdb_movie,912649,https://www.themoviedb.org/movie/912649
work,22,vgmdb,venom-3,
work,22,youtube_trailer,xukRo9tBSnI,
work,23,wikidata,Q114429919,https://www.wikidata.org/wiki/Q114429919
work,23,imdb,tt19845348,https://www.imdb.com/title/tt19845348/
work,24,wikidata,Q2221820,https://www.wikidata.org/wiki/Q2221820
work,24,freebase,/m/05tcwp,
work,24,imdb,tt27826524,https://www.imdb.com/title/tt27826524/
work,24,tmdb_tv,15178,https://www.themoviedb.org/tv/15178
work,25,wikidata,Q1462394,https://www.wikidata.org/wiki/Q1462394
work,25,commons_category,The Amazing Spider-Man (TV series),https://commons.wikimedia.org/wiki/Category:The Amazing Spider-Man (TV series)
work,25,filmaffinity,703410,
work,25,freebase,/m/05sfkc,
work,25,imdb,tt0076975,https://www.imdb.com/title/tt0076975/
work,25,kinopoisk,297911,
work,25,metacritic,tv/the-amazing-spider-man-1977,https://www.metacritic.com/tv/the-amazing-spider-man-1977
work,25,omdb_ofdb,23604,
work,25,tmdb_tv,4552,https://www.themoviedb.org/tv/4552
work,25,viaf,179462088,
work,26,wikidata,Q2087538,https://www.wikidata.org/wiki/Q2087538
work,26,filmaffinity,289756,
work,26,freebase,/m/08x6gh,
work,26,imdb,tt0185116,https://www.imdb.com/title/tt0185116/
work,26,kinopoisk,474872,
work,26,omdb_ofdb,53843,
work,26,tmdb_tv,2640,https://www.themoviedb.org/tv/2640
work,27,wikidata,Q123956515,https://www.wikidata.org/wiki/Q123956515
work,27,imdb,tt30460310,https://www.imdb.com/title/tt30460310/
work,27,kinopoisk,5698586,
work,27,metacritic,tv/spider-noir,https://www.metacritic.com/tv/spider-noir
work,27,official_website,https://www.amazon.com/gp/video/detail/B0FVGCDZ7Q,https://www.amazon.com/gp/video/detail/B0FVGCDZ7Q
work,27,rotten_tomatoes,tv/spider_noir,https://www.rottentomatoes.com/tv/spider_noir
work,27,tmdb_tv,220102,https://www.themoviedb.org/tv/220102
work,27,youtube_trailer,HgMbkitzhEM,
work,28,wikidata,Q2333456,https://www.wikidata.org/wiki/Q2333456
work,28,freebase,/m/02y3f5,
work,28,imdb,tt0061301,https://www.imdb.com/title/tt0061301/
work,28,kinopoisk,397463,
work,28,metacritic,tv/spider-man-1967,https://www.metacritic.com/tv/spider-man-1967
work,28,omdb_ofdb,12535,
work,28,tmdb_tv,1482,https://www.themoviedb.org/tv/1482
work,29,wikidata,Q1157151,https://www.wikidata.org/wiki/Q1157151
work,29,freebase,/m/06xfch,
work,29,imdb,tt0081938,https://www.imdb.com/title/tt0081938/
work,29,kinopoisk,481397,
work,29,metacritic,tv/spider-man-1981,https://www.metacritic.com/tv/spider-man-1981
work,29,official_website,https://web.archive.org/web/20190621121043/http://spider-man.toonzone.net/,https://web.archive.org/web/20190621121043/http://spider-man.toonzone.net/
work,29,omdb_ofdb,23931,
work,29,tmdb_tv,3973,https://www.themoviedb.org/tv/3973
work,3,wikidata,Q8882774,https://www.wikidata.org/wiki/Q8882774
work,3,imdb,tt0077328,https://www.imdb.com/title/tt0077328/
work,3,kinopoisk,330401,
work,3,letterboxd,68697,https://letterboxd.com/film/68697/
work,3,omdb_ofdb,35058,
work,3,tmdb_movie,225938,https://www.themoviedb.org/movie/225938
work,30,wikidata,Q1365411,https://www.wikidata.org/wiki/Q1365411
work,30,freebase,/m/0btlm,
work,30,imdb,tt0083481,https://www.imdb.com/title/tt0083481/
work,30,kinopoisk,582730,
work,30,metacritic,tv/spider-man-and-his-amazing-friends,https://www.metacritic.com/tv/spider-man-and-his-amazing-friends
work,30,omdb_ofdb,23930,
work,30,rotten_tomatoes,tv/spider_man_and_his_amazing_friends,https://www.rottentomatoes.com/tv/spider_man_and_his_amazing_friends
work,30,tmdb_tv,1269,https://www.themoviedb.org/tv/1269
work,31,wikidata,Q569934,https://www.wikidata.org/wiki/Q569934
work,31,douban,58723,
work,31,freebase,/m/01kx_7,
work,31,imdb,tt0112175,https://www.imdb.com/title/tt0112175/
work,31,kinopoisk,95232,
work,31,metacritic,tv/spider-man,https://www.metacritic.com/tv/spider-man
work,31,omdb_ofdb,23808,
work,31,porthu,30826,
work,31,tmdb_tv,888,https://www.themoviedb.org/tv/888
work,32,wikidata,Q961305,https://www.wikidata.org/wiki/Q961305
work,32,freebase,/m/065h4k,
work,32,imdb,tt0207120,https://www.imdb.com/title/tt0207120/
work,32,kinopoisk,229687,
work,32,metacritic,tv/spider-man-unlimited,https://www.metacritic.com/tv/spider-man-unlimited
work,32,omdb_ofdb,23023,
work,32,tmdb_tv,10079,https://www.themoviedb.org/tv/10079
work,33,wikidata,Q777406,https://www.wikidata.org/wiki/Q777406
work,33,freebase,/m/065ntw,
work,33,imdb,tt0290983,https://www.imdb.com/title/tt0290983/
work,33,kinopoisk,387468,
work,33,metacritic,tv/spider-man-2003,https://www.metacritic.com/tv/spider-man-2003
work,33,official_website,http://www.mtv.com/onair/spider-man,http://www.mtv.com/onair/spider-man
work,33,omdb_ofdb,51708,
work,33,porthu,60008,
work,33,rotten_tomatoes,tv/spider_man,https://www.rottentomatoes.com/tv/spider_man
work,33,tmdb_tv,1664,https://www.themoviedb.org/tv/1664
work,34,wikidata,Q460707,https://www.wikidata.org/wiki/Q460707
work,34,freebase,/m/0fxqk5,
work,34,imdb,tt0976192,https://www.imdb.com/title/tt0976192/
work,34,kinopoisk,397484,
work,34,metacritic,tv/the-spectacular-spider-man,https://www.metacritic.com/tv/the-spectacular-spider-man
work,34,netflix,70204944,
work,34,official_website,http://www.sonypictures.com/tv/kids/spectacularspiderman,http://www.sonypictures.com/tv/kids/spectacularspiderman
work,34,omdb_ofdb,159886,
work,34,porthu,97362,
work,34,rotten_tomatoes,tv/the_spectacular_spider_man,https://www.rottentomatoes.com/tv/the_spectacular_spider_man
work,34,tmdb_tv,3854,https://www.themoviedb.org/tv/3854
work,34,viaf,178108983,
work,35,wikidata,Q401601,https://www.wikidata.org/wiki/Q401601
work,35,commons_category,Ultimate Spider-Man,https://commons.wikimedia.org/wiki/Category:Ultimate Spider-Man
work,35,douban,62515,
work,35,freebase,/m/0drwdd_,
work,35,imdb,tt1722512,https://www.imdb.com/title/tt1722512/
work,35,kinopoisk,574690,
work,35,netflix,70237227,
work,35,official_website,http://disney.go.com/xd/marvel/ultimatespiderman/,http://disney.go.com/xd/marvel/ultimatespiderman/
work,35,omdb_ofdb,225853,
work,35,porthu,130709,
work,35,rotten_tomatoes,tv/ultimate_spider_man,https://www.rottentomatoes.com/tv/ultimate_spider_man
work,35,tmdb_tv,34391,https://www.themoviedb.org/tv/34391
work,36,wikidata,Q28207200,https://www.wikidata.org/wiki/Q28207200
work,36,imdb,tt6135682,https://www.imdb.com/title/tt6135682/
work,36,kinopoisk,1008482,
work,36,rotten_tomatoes,tv/marvel_s_spider_man,https://www.rottentomatoes.com/tv/marvel_s_spider_man
work,36,tmdb_tv,72705,https://www.themoviedb.org/tv/72705
work,37,wikidata,Q107015978,https://www.wikidata.org/wiki/Q107015978
work,37,filmaffinity,495863,
work,37,imdb,tt10862280,https://www.imdb.com/title/tt10862280/
work,37,kinopoisk,1301666,
work,37,rotten_tomatoes,tv/marvels_spidey_and_his_amazing_friends,https://www.rottentomatoes.com/tv/marvels_spidey_and_his_amazing_friends
work,37,tmdb_tv,127635,https://www.themoviedb.org/tv/127635
work,38,wikidata,Q113005299,https://www.wikidata.org/wiki/Q113005299
work,38,imdb,tt16027074,https://www.imdb.com/title/tt16027074/
work,38,kinopoisk,4711938,
work,38,official_website,https://www.marvel.com/tv-shows/your-friendly-neighborhood-spider-man/1,https://www.marvel.com/tv-shows/your-friendly-neighborhood-spider-man/1
work,38,tmdb_tv,138503,https://www.themoviedb.org/tv/138503
work,38,youtube_trailer,N3J2JRQg040,
work,39,wikidata,Q597257,https://www.wikidata.org/wiki/Q597257
work,39,freebase,/m/03yjwry,
work,4,wikidata,Q28135875,https://www.wikidata.org/wiki/Q28135875
work,4,imdb,tt1841843,https://www.imdb.com/title/tt1841843/
work,4,kinopoisk,582606,
work,4,tmdb_movie,438561,https://www.themoviedb.org/movie/438561
work,40,wikidata,Q2851830,https://www.wikidata.org/wiki/Q2851830
work,40,freebase,/m/064b3c1,
work,40,imdb,tt11216734,https://www.imdb.com/title/tt11216734/
work,41,wikidata,Q2881529,https://www.wikidata.org/wiki/Q2881529
work,41,freebase,/m/036166,
work,42,wikidata,Q1751705,https://www.wikidata.org/wiki/Q1751705
work,42,freebase,/m/06g_pk,
work,43,wikidata,Q3280776,https://www.wikidata.org/wiki/Q3280776
work,43,freebase,/m/0b55s8,
work,44,wikidata,Q28126678,https://www.wikidata.org/wiki/Q28126678
work,44,freebase,/m/0kypk6g,
work,45,wikidata,Q2329383,https://www.wikidata.org/wiki/Q2329383
work,45,freebase,/m/06gycs,
work,45,tv_tropes,VideoGame/SpiderManVsTheKingpin,
work,46,wikidata,Q3493434,https://www.wikidata.org/wiki/Q3493434
work,46,freebase,/m/06s8rd,
work,47,wikidata,Q2389816,https://www.wikidata.org/wiki/Q2389816
work,47,freebase,/m/0b560m,
work,48,wikidata,Q3493437,https://www.wikidata.org/wiki/Q3493437
work,48,freebase,/m/06z5h9,
work,49,wikidata,Q2748343,https://www.wikidata.org/wiki/Q2748343
work,49,freebase,/m/08p1sk,
work,49,imdb,tt0465614,https://www.imdb.com/title/tt0465614/
work,5,wikidata,Q484442,https://www.wikidata.org/wiki/Q484442
work,5,allocine,29007,
work,5,apple_tv,umc.cmc.5phzpxxmktrfukrvil304pg8e,
work,5,box_office_mojo,spiderman,https://www.boxofficemojo.com/title/spiderman/
work,5,commons_category,Spider-Man (2002 film),https://commons.wikimedia.org/wiki/Category:Spider-Man (2002 film)
work,5,douban,557,
work,5,eidr,10.5240/24C7-F1B1-B79C-8F2B-A7F6-3,
work,5,filmaffinity,218379,
work,5,freebase,/m/012s1d,
work,5,giphy,Spider-Man_(2002_film)-ZYZX4WZ,
work,5,hulu,f82b95f5-13da-4acd-b378-7d3f6864919f,
work,5,imdb,tt0145487,https://www.imdb.com/title/tt0145487/
work,5,kinenote,32750,
work,5,kinopoisk,838,
work,5,letterboxd,301,https://letterboxd.com/film/301/
work,5,metacritic,movie/spider-man,https://www.metacritic.com/movie/spider-man
work,5,movie_meter,mv32214,
work,5,netflix,60004481,
work,5,official_website,http://spiderman.sonypictures.com/,http://spiderman.sonypictures.com/
work,5,omdb_ofdb,19792,
work,5,porthu,46883,
work,5,quora,Spider-Man-2002-movie,
work,5,rotten_tomatoes,m/spiderman,https://www.rottentomatoes.com/m/spiderman
work,5,swedish_film,49711,
work,5,the_numbers,Spider-Man,https://www.the-numbers.com/movie/Spider-Man
work,5,tmdb_movie,557,https://www.themoviedb.org/movie/557
work,5,tv_tropes,Film/SpiderMan1,
work,5,vgmdb,spider-man,
work,5,viaf,178655609,
work,5,youtube_trailer,Ozz8uxW733Q,
work,50,wikidata,Q3281340,https://www.wikidata.org/wiki/Q3281340
work,50,freebase,/m/0b566_,
work,51,wikidata,Q1984719,https://www.wikidata.org/wiki/Q1984719
work,51,freebase,/m/07f98w,
work,51,imdb,tt0466137,https://www.imdb.com/title/tt0466137/
work,52,wikidata,Q7713360,https://www.wikidata.org/wiki/Q7713360
work,52,freebase,/m/0d7gvg,
work,53,wikidata,Q3386242,https://www.wikidata.org/wiki/Q3386242
work,53,freebase,/m/04k4x4,
work,53,imdb,tt0471036,https://www.imdb.com/title/tt0471036/
work,54,wikidata,Q3493433,https://www.wikidata.org/wiki/Q3493433
work,54,freebase,/m/03yjwbw,
work,55,wikidata,Q3493438,https://www.wikidata.org/wiki/Q3493438
work,55,freebase,/m/07d943,
